cell_id,model_key,model_id,task_id,modality,language,structure_complexity,volume,context_tier,schema_variant,retry_policy,cache_mode,cache_group_id,warmup_request_index,is_warmup_request,stable_prefix_hash,schema_hash,prompt_template_hash,dynamic_input_hash,repeat_group_id,same_input_hash,cache_hit_inferred,cache_hit_reported,kv_reuse_proven,session_id,session_request_index,session_request_count,load_scope,cleanup_scope,loaded_before_session,loaded_after_session_load,final_loaded_instances,session_cleanup_verified,execution_target,resource_telemetry_mode,resource_telemetry_status,resource_ram_required,resource_vram_required,repeat_index,status,hard_fail,warning_count,warning_category,json_parse_status,json_schema_status,business_status,id_exact_status,language_status,image_ground_truth_status,finish_reason_length_status,missing_id_count,unexpected_id_count,duplicate_id_count,order_mismatch,first_mismatch_index,placeholder_hit_count,cleanup_noop_status,cleanup_noop_detected,source_noise_present,cleanup_noop_similarity,identity_similarity,changed_char_ratio,punctuation_delta,capitalization_delta,whitespace_normalization_delta,asr_noise_reduction_delta,near_identity_warning,term_language_drift_status,term_language_drift_detected,term_language_cyrillic_delta,markdown_fence_count,finish_reason,retry_count,retry_recovered,error_category,length_ratio_status,length_ratio_category,length_ratio_actual,length_ratio_policy,length_ratio_policy_min,length_ratio_policy_max,input_char_count,latency_ms,ttft_ms,prompt_processing_ms,total_latency_ms,tokens_per_sec,prompt_tokens,completion_tokens,response_char_count,ram_before_mb,ram_peak_mb,ram_after_mb,vram_before_mb,vram_peak_mb,vram_after_mb
cell_5b5b9b1cc0a0,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_04_bug_explanation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_9ab87037faae6dc0,,False,ddb83f4461386dd4e8dc9f47ca675058ae1f6d74ee07666850d60eac8bf19a64,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,6224defb003805627f80fa578a3a3f6b2634628d0b6d5e1b84362abec10d592b,ca9e1916f431e1c847be79f58127c284dda01ba162075b8b34f3bc821ceb8704,repeat_3dc8fae78ed57e2e,3ab7c60c39affff691e13fae1f512417f279524596b3918a0a853a09a64a7253,unknown,unknown,False,session_7d965e3aa2abc10d,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9894,0.9894,0.0106,2,1,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1489,2419.106,,,2419.106,18.6019,361,45,151,,,,,,
cell_778124b15a58,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_04_bug_explanation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_9ab87037faae6dc0,,False,ddb83f4461386dd4e8dc9f47ca675058ae1f6d74ee07666850d60eac8bf19a64,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,6224defb003805627f80fa578a3a3f6b2634628d0b6d5e1b84362abec10d592b,ca9e1916f431e1c847be79f58127c284dda01ba162075b8b34f3bc821ceb8704,repeat_3dc8fae78ed57e2e,3ab7c60c39affff691e13fae1f512417f279524596b3918a0a853a09a64a7253,unknown,unknown,False,session_f53c2dc7d14cb7c4,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9894,0.9894,0.0106,2,1,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1489,2848.656,,,2848.656,15.7969,361,45,151,,,,,,
cell_847fa48c185f,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_198d71e5f269e02d,,False,adc17aae902393b071b71d1fdcd4ba26a7e8585a70e2a5afd76febf01c0061b8,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_eb948769dae30c3d,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_67601d1a571b9d26,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.5774,0.5774,0.4226,4,4,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1507,2860.356,,,2860.356,17.1307,361,49,183,,,,,,
cell_b096ea8cf921,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_198d71e5f269e02d,,False,adc17aae902393b071b71d1fdcd4ba26a7e8585a70e2a5afd76febf01c0061b8,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_eb948769dae30c3d,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_3c0a130b7f802731,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.5774,0.5774,0.4226,4,4,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1507,2889.193,,,2889.193,16.9598,361,49,183,,,,,,
cell_54378eb2bfdf,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_05_mixed_ru_en_technical_terms,text,ru_en_mixed,simple,single,8192,hardened_const,off,none,cache_198d71e5f269e02d,,False,adc17aae902393b071b71d1fdcd4ba26a7e8585a70e2a5afd76febf01c0061b8,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,93046ddad0abac250837388313d5937df3fed56ab0675bbec82777ece9c91a25,6095713b84ec51ac63aeef373dea9e1c4a3d223809188b145eb54b0f98470b41,repeat_eb948769dae30c3d,42c7abc4574c686c1e7c3007a47e56fbd1d2ce5c242bfee265f7043596f35b64,unknown,unknown,False,session_099fc6fb217aee0f,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.5774,0.5774,0.4226,4,4,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1507,2886.675,,,2886.675,16.9745,361,49,183,,,,,,
cell_02bdbf244e5f,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ff6e8c435711070d,,False,96f36181a78bc405ad6d1d3d529504e7bafb7ff1f3f987e566234f64dd51c31f,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_b39ae8cb915a6c52,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_c379f24e6d48e49b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9765,0.9765,0.0235,4,0,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1479,2744.203,,,2744.203,16.0338,357,44,147,,,,,,
cell_99d07d6799b6,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ff6e8c435711070d,,False,96f36181a78bc405ad6d1d3d529504e7bafb7ff1f3f987e566234f64dd51c31f,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_b39ae8cb915a6c52,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_4851fb55130bcb03,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9765,0.9765,0.0235,4,0,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1479,2571.409,,,2571.409,17.1112,357,44,147,,,,,,
cell_affe748e4a31,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_06_repeats_self_corrections,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_ff6e8c435711070d,,False,96f36181a78bc405ad6d1d3d529504e7bafb7ff1f3f987e566234f64dd51c31f,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,8125fccff83aeaea5b6c6d162b95867d40e2f314a21c088a9120d48a116b8da7,b15f271087c2cd4ad5a5451a45075ec97e3d38d018f78e7ba7dd6317ee78747c,repeat_b39ae8cb915a6c52,5719c71e55bc3089300856a62219fe82e26f728a50544017f7420ae6c8d89f29,unknown,unknown,False,session_49aab413e5202a1b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9765,0.9765,0.0235,4,0,0,4,False,skip,,,0,stop,0,False,,skip,,,,,,1479,2754.396,,,2754.396,15.9745,357,44,147,,,,,,
cell_e509ff868e4e,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_63deb03bc20c6895,,False,a5be42219f7bbddf817ee90b17d55fed60f3e5392a8c464979cf6ba6cdf5550b,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_32c6e49effb0fedf,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_3f20152e6cf3ff1b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9943,0.9943,0.0057,1,3,0,1,False,skip,,,0,stop,0,False,,skip,,,,,,1483,2814.442,,,2814.442,15.989,362,45,142,,,,,,
cell_a8946a02b173,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_63deb03bc20c6895,,False,a5be42219f7bbddf817ee90b17d55fed60f3e5392a8c464979cf6ba6cdf5550b,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_32c6e49effb0fedf,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_e83d21f78bb42ad9,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9943,0.9943,0.0057,1,3,0,1,False,skip,,,0,stop,0,False,,skip,,,,,,1483,2516.951,,,2516.951,17.8788,362,45,142,,,,,,
cell_6913c31d0df4,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_63deb03bc20c6895,,False,a5be42219f7bbddf817ee90b17d55fed60f3e5392a8c464979cf6ba6cdf5550b,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_32c6e49effb0fedf,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_8c3913d56dffae15,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9943,0.9943,0.0057,1,3,0,1,False,skip,,,0,stop,0,False,,skip,,,,,,1483,2814.205,,,2814.205,15.9903,362,45,142,,,,,,
cell_cefef9f0f790,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_958d9f3e4a54ad97,,False,0667976ce0fd6b3e0d48d0ae4773b20b3888b6cb43eb42e6d0103f3da81bb8e7,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_b2e68cb705cbc1b6,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_3ba412dfa8253573,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9902,0.9902,0.0098,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,3113.671,,,3113.671,16.7005,367,52,209,,,,,,
cell_769bf0a978df,gemma4_e2b,google/gemma-4-e2b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_958d9f3e4a54ad97,,False,0667976ce0fd6b3e0d48d0ae4773b20b3888b6cb43eb42e6d0103f3da81bb8e7,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_b2e68cb705cbc1b6,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_e12ac55b666e6b10,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9902,0.9902,0.0098,3,1,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,2865.876,,,2865.876,18.1445,367,52,209,,,,,,
